Customer ID,Age,Gender,Item Purchased,Category,Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Purchase Amount (EUR),Warehouse,Order Status,Lead Time (Days),Carrier
417,36,Male,Gym Bag,Accessories,Hanover,L,Olive,Spring,3.8,Yes,DHL Standard,Yes,Yes,24,Klarna,Fortnightly,50.6,Herzogenaurach DC,Returned,2,DHL
418,23,Male,Tiro Pants,Footwear,Erlangen,L,Beige,Fall,4.5,Yes,Hermes Standard,Yes,Yes,48,Klarna,Quarterly,74.52,Nuremberg DC,In Transit,4,Hermes
419,18,Male,Sports Socks,Clothing,Augsburg,L,Purple,Spring,3.0,Yes,DPD Classic,Yes,Yes,27,Apple Pay,Bi-Weekly,67.16,Nuremberg DC,Returned,2,DPD
420,53,Male,Adilette Slides,Clothing,Hamburg,S,Teal,Winter,,Yes,DHL Standard,Yes,Yes,14,Apple Pay,Every 3 Months,83.72,Herzogenaurach DC,Returned,6,DHL
421,32,Male,Running T-Shirt,Clothing,Augsburg,S,Peach,Spring,3.8,Yes,DPD Classic,Yes,Yes,18,Klarna,Bi-Weekly,49.68,Leipzig DC,Delivered,5,DPD
422,38,Male,Adilette Slides,Clothing,Berlin,M,Violet,Winter,3.5,Yes,Hermes Standard,Yes,Yes,48,Mastercard,Bi-Weekly,36.8,Leipzig DC,In Transit,2,Hermes
423,47,Male,Training Shorts,Clothing,Berlin,M,Purple,Fall,3.1,Yes,Hermes Standard,Yes,Yes,32,Visa,Annually,54.28,Leipzig DC,Delivered,4,Hermes
424,46,Male,Stan Smith Sneakers,Accessories,Berlin,L,Teal,Spring,3.0,Yes,DHL Standard,Yes,Yes,21,Mastercard,Bi-Weekly,23.92,Nuremberg DC,In Transit,7,DHL
425,66,Male,Football Jersey,Clothing,Hamburg,M,Gold,Winter,4.3,Yes,Store Pickup,Yes,Yes,42,PayPal,Fortnightly,21.16,Leipzig DC,In Transit,1,Store
426,40,Male,Tiro Pants,Clothing,Leipzig,S,Teal,Winter,3.3,Yes,GLS Parcel,Yes,Yes,4,Visa,Quarterly,80.04,Nuremberg DC,In Transit,4,GLS
427,43,Male,Hoodie,Clothing,Leipzig,M,Violet,Winter,4.7,Yes,DPD Classic,Yes,Yes,19,Mastercard,Quarterly,65.32,Hamburg DC,Delivered,3,DPD
428,58,Male,Adilette Slides,Accessories,Hanover,L,Black,Winter,4.5,Yes,Hermes Standard,Yes,Yes,6,Apple Pay,Quarterly,83.72,Nuremberg DC,Returned,7,Hermes
429,21,Male,Adilette Slides,Outerwear,Hamburg,XL,Gold,Winter,2.9,Yes,Store Pickup,Yes,Yes,2,SEPA Direct Debit,Fortnightly,58.88,Nuremberg DC,In Transit,4,Store
430,42,Male,Tiro Pants,Footwear,Erlangen,M,Gold,Winter,4.1,Yes,DPD Classic,Yes,Yes,21,Visa,Fortnightly,86.48,Herzogenaurach DC,Processing,5,DPD
431,24,Male,Stan Smith Sneakers,Clothing,Hamburg,M,Brown,Summer,3.5,Yes,GLS Parcel,Yes,Yes,40,PayPal,Annually,36.8,Herzogenaurach DC,Delivered,4,GLS
432,43,Male,Hoodie,Accessories,Leipzig,L,Cyan,Winter,3.4,Yes,DHL Standard,Yes,Yes,33,SEPA Direct Debit,Fortnightly,69.92,Nuremberg DC,Processing,3,DHL
433,47,Male,Ultraboost Shoes,Clothing,Erlangen,S,Indigo,Fall,3.3,Yes,DPD Classic,Yes,Yes,26,Klarna,Weekly,79.12,Leipzig DC,In Transit,3,DPD
434,49,Male,Backpack,Clothing,Frankfurt,M,Orange,Fall,3.2,Yes,DHL Express,Yes,Yes,23,Apple Pay,Fortnightly,84.64,Leipzig DC,Returned,1,DHL
435,50,Male,Hoodie,Footwear,Hanover,L,Pink,Spring,4.0,Yes,DHL Standard,Yes,Yes,39,SEPA Direct Debit,Every 3 Months,47.84,Nuremberg DC,Delivered,4,DHL
436,51,Male,Sports Socks,Outerwear,Erlangen,XL,Olive,Winter,3.6,Yes,DHL Standard,Yes,Yes,42,Klarna,Monthly,25.76,Hamburg DC,Returned,5,DHL
437,40,Male,Gym Bag,Clothing,Augsburg,L,Cyan,Summer,4.6,Yes,DPD Classic,Yes,Yes,41,Klarna,Weekly,42.32,Nuremberg DC,Delivered,2,DPD
438,45,Male,Hoodie,Accessories,Hanover,M,Peach,Summer,2.6,Yes,Hermes Standard,Yes,Yes,41,Apple Pay,Annually,46.0,Nuremberg DC,In Transit,1,Hermes
439,52,Male,Hoodie,Accessories,Hamburg,M,Turquoise,Winter,4.3,Yes,Store Pickup,Yes,Yes,12,SEPA Direct Debit,Fortnightly,21.16,Herzogenaurach DC,Returned,6,Store
440,62,Male,Track Jacket,Outerwear,Cologne,M,Turquoise,Summer,3.4,Yes,DHL Standard,Yes,Yes,31,Google Pay,Monthly,46.0,Leipzig DC,Processing,3,DHL
441,20,Male,Track Jacket,Clothing,Bremen,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,Yes,34,Google Pay,Fortnightly,81.88,Herzogenaurach DC,Processing,1,Store
442,43,Male,Hoodie,Clothing,Hanover,M,Maroon,Winter,4.2,Yes,DPD Classic,Yes,Yes,32,Apple Pay,Annually,74.52,Nuremberg DC,In Transit,5,DPD
443,29,Male,Gym Bag,Accessories,Dusseldorf,M,Olive,Fall,,Yes,DHL Standard,Yes,Yes,31,PayPal,Quarterly,63.48,Hamburg DC,In Transit,4,DHL
444,22,Male,Running T-Shirt,Accessories,Leipzig,M,Magenta,Summer,3.6,Yes,DHL Standard,Yes,Yes,24,Klarna,Annually,61.64,Hamburg DC,Processing,6,DHL
445,48,Male,Tiro Pants,Clothing,Berlin,M,Red,Summer,4.3,Yes,DPD Classic,Yes,Yes,31,Google Pay,Annually,18.4,Hamburg DC,Returned,7,DPD
446,42,Male,Ultraboost Shoes,Footwear,Leipzig,M,Olive,Fall,4.9,Yes,Store Pickup,Yes,Yes,18,Visa,Annually,26.68,Hamburg DC,Processing,1,Store
447,19,Male,Ultraboost Shoes,Clothing,Augsburg,M,Silver,Summer,4.1,Yes,DHL Express,Yes,Yes,15,SEPA Direct Debit,Monthly,68.08,Nuremberg DC,Returned,4,DHL
448,60,Male,Tiro Pants,Clothing,Hamburg,S,Turquoise,Spring,3.6,Yes,DHL Standard,Yes,Yes,7,PayPal,Every 3 Months,75.44,Leipzig DC,In Transit,2,DHL
449,32,Male,Hoodie,Accessories,Hanover,M,Yellow,Summer,3.4,Yes,DPD Classic,Yes,Yes,35,Apple Pay,Fortnightly,21.16,Hamburg DC,Returned,2,DPD
450,26,Male,Track Jacket,Accessories,Herzogenaurach,L,Peach,Summer,2.9,Yes,DHL Express,Yes,Yes,35,Google Pay,Monthly,41.4,Herzogenaurach DC,Returned,1,DHL
451,25,Male,Track Jacket,Footwear,Munich,L,Beige,Summer,2.7,Yes,DPD Classic,Yes,Yes,19,Mastercard,Monthly,19.32,Leipzig DC,In Transit,4,DPD
452,66,Male,Running T-Shirt,Accessories,Cologne,M,Pink,Summer,4.3,Yes,DHL Express,Yes,Yes,26,Apple Pay,Fortnightly,28.52,Leipzig DC,Delivered,7,DHL
453,45,Male,Ultraboost Shoes,Clothing,Leipzig,M,Violet,Summer,,Yes,DHL Standard,Yes,Yes,39,Mastercard,Fortnightly,41.4,Hamburg DC,Delivered,7,DHL
454,54,Male,Football Jersey,Accessories,Stuttgart,XL,Peach,Winter,2.8,Yes,GLS Parcel,Yes,Yes,22,PayPal,Weekly,51.52,Nuremberg DC,Delivered,1,GLS
455,37,Male,Tiro Pants,Outerwear,Nuremberg,S,Gold,Summer,3.2,Yes,DPD Classic,Yes,Yes,14,PayPal,Bi-Weekly,89.24,Hamburg DC,Processing,3,DPD
456,54,Male,Track Jacket,Clothing,Dresden,XL,Gold,Fall,3.6,Yes,DHL Express,Yes,Yes,50,Klarna,Fortnightly,92.0,Leipzig DC,In Transit,3,DHL
457,50,Male,Tiro Pants,Clothing,Leipzig,S,Indigo,Fall,4.0,Yes,GLS Parcel,Yes,Yes,33,Klarna,Quarterly,88.32,Herzogenaurach DC,Returned,2,GLS
458,25,Male,Backpack,Accessories,Augsburg,M,Blue,Spring,4.9,Yes,DHL Standard,Yes,Yes,48,Google Pay,Every 3 Months,91.08,Hamburg DC,In Transit,4,DHL
459,47,Male,Sports Socks,Clothing,Frankfurt,L,Black,Winter,4.0,Yes,DHL Standard,Yes,Yes,48,Apple Pay,Monthly,83.72,Leipzig DC,Returned,1,DHL
460,63,Male,Tiro Pants,Accessories,Frankfurt,L,Black,Winter,3.8,Yes,Store Pickup,Yes,Yes,27,SEPA Direct Debit,Fortnightly,27.6,Hamburg DC,Delivered,4,Store
461,64,Male,Sports Socks,Footwear,Berlin,L,Teal,Summer,,Yes,DPD Classic,Yes,Yes,27,Google Pay,Weekly,59.8,Leipzig DC,Delivered,3,DPD
462,18,Male,Adilette Slides,Footwear,Herzogenaurach,M,Yellow,Winter,3.9,Yes,DHL Standard,Yes,Yes,20,Google Pay,Weekly,85.56,Leipzig DC,In Transit,6,DHL
463,59,Male,Training Shorts,Outerwear,Munich,M,White,Fall,3.3,Yes,DHL Standard,Yes,Yes,48,SEPA Direct Debit,Every 3 Months,74.52,Hamburg DC,Returned,5,DHL
464,37,Male,Track Jacket,Accessories,Augsburg,S,Orange,Summer,2.7,Yes,GLS Parcel,Yes,Yes,29,Visa,Weekly,74.52,Leipzig DC,Processing,1,GLS
465,23,Male,Football Jersey,Accessories,Bremen,M,Silver,Winter,4.7,Yes,Hermes Standard,Yes,Yes,45,Apple Pay,Monthly,47.84,Leipzig DC,Processing,6,Hermes
466,54,Male,Ultraboost Shoes,Clothing,Frankfurt,M,Pink,Summer,2.8,Yes,DHL Standard,Yes,Yes,25,Apple Pay,Quarterly,80.96,Hamburg DC,Returned,6,DHL
467,38,Male,Track Jacket,Clothing,Leipzig,L,Turquoise,Winter,4.6,Yes,Hermes Standard,Yes,Yes,25,Klarna,Weekly,22.08,Leipzig DC,Delivered,4,Hermes
468,19,Male,Backpack,Accessories,Cologne,S,Orange,Spring,4.5,Yes,DHL Express,Yes,Yes,37,Visa,Every 3 Months,46.92,Hamburg DC,Returned,5,DHL
469,34,Male,Backpack,Accessories,Dresden,S,Peach,Fall,5.0,Yes,Store Pickup,Yes,Yes,16,SEPA Direct Debit,Quarterly,34.96,Nuremberg DC,Delivered,5,Store
470,21,Male,Football Jersey,Clothing,Augsburg,L,Pink,Fall,4.1,Yes,Store Pickup,Yes,Yes,30,Google Pay,Bi-Weekly,42.32,Herzogenaurach DC,Returned,3,Store
471,50,Male,Backpack,Clothing,Dusseldorf,L,Teal,Summer,4.6,Yes,DHL Express,Yes,Yes,6,PayPal,Every 3 Months,57.96,Hamburg DC,Returned,5,DHL
472,55,Male,Sports Socks,Accessories,Stuttgart,XL,White,Winter,4.9,Yes,DHL Standard,Yes,Yes,36,SEPA Direct Debit,Quarterly,66.24,Leipzig DC,Delivered,7,DHL
473,20,Male,Sports Socks,Clothing,Dresden,L,Gray,Winter,3.9,Yes,DHL Express,Yes,Yes,3,Visa,Quarterly,35.88,Nuremberg DC,Returned,4,DHL
474,34,Male,Hoodie,Outerwear,Nuremberg,L,Olive,Spring,3.9,Yes,Hermes Standard,Yes,Yes,29,Klarna,Every 3 Months,38.64,Herzogenaurach DC,In Transit,2,Hermes
475,62,Male,Ultraboost Shoes,Clothing,Dusseldorf,XL,Maroon,Summer,2.6,Yes,DHL Standard,Yes,Yes,15,Mastercard,Quarterly,69.92,Leipzig DC,Processing,4,DHL
476,21,Male,Track Jacket,Footwear,Dresden,L,Magenta,Summer,2.7,Yes,GLS Parcel,Yes,Yes,18,Mastercard,Annually,60.72,Herzogenaurach DC,Returned,4,GLS
477,21,Male,Adilette Slides,Accessories,Dresden,M,Magenta,Spring,3.5,Yes,DPD Classic,Yes,Yes,2,PayPal,Fortnightly,82.8,Hamburg DC,Processing,4,DPD
478,42,Male,Track Jacket,Clothing,Augsburg,M,Green,Summer,3.7,Yes,Hermes Standard,Yes,Yes,49,Mastercard,Weekly,51.52,Leipzig DC,In Transit,6,Hermes
479,35,Male,Tiro Pants,Accessories,Munich,XL,Turquoise,Winter,3.2,Yes,DHL Standard,Yes,Yes,48,Mastercard,Annually,39.56,Herzogenaurach DC,Delivered,4,DHL
480,39,Male,Sports Socks,Accessories,Hanover,L,Yellow,Winter,3.3,Yes,DHL Express,Yes,Yes,43,Visa,Monthly,77.28,Nuremberg DC,In Transit,1,DHL
481,68,Male,Stan Smith Sneakers,Clothing,Dresden,M,Gray,Summer,4.8,Yes,DHL Express,Yes,Yes,30,Google Pay,Bi-Weekly,80.96,Herzogenaurach DC,Returned,5,DHL
482,46,Male,Hoodie,Accessories,Cologne,L,Peach,Fall,3.2,Yes,DPD Classic,Yes,Yes,10,Visa,Fortnightly,80.96,Leipzig DC,Delivered,7,DPD
483,41,Male,Adilette Slides,Accessories,Leipzig,M,Yellow,Winter,2.5,Yes,DHL Express,Yes,Yes,11,PayPal,Annually,38.64,Nuremberg DC,Returned,4,DHL
484,23,Male,Ultraboost Shoes,Clothing,Hanover,M,White,Fall,3.9,Yes,DHL Express,Yes,Yes,12,SEPA Direct Debit,Weekly,67.16,Hamburg DC,Processing,4,DHL
485,68,Male,Gym Bag,Accessories,Nuremberg,L,Lavender,Summer,4.7,Yes,DHL Express,Yes,Yes,28,Google Pay,Quarterly,67.16,Leipzig DC,Returned,2,DHL
486,48,Male,Running T-Shirt,Footwear,Erlangen,S,Blue,Spring,2.6,Yes,GLS Parcel,Yes,Yes,36,Google Pay,Fortnightly,40.48,Hamburg DC,Delivered,4,GLS
487,38,Male,Running T-Shirt,Footwear,Stuttgart,M,Charcoal,Fall,2.8,Yes,DPD Classic,Yes,Yes,37,Klarna,Every 3 Months,57.96,Hamburg DC,Delivered,6,DPD
488,41,Male,Ultraboost Shoes,Outerwear,Munich,L,Red,Winter,4.4,Yes,DHL Express,Yes,Yes,22,SEPA Direct Debit,Quarterly,62.56,Hamburg DC,Processing,4,DHL
489,58,Male,Training Shorts,Clothing,Erlangen,L,Olive,Spring,4.6,Yes,DPD Classic,Yes,Yes,32,Google Pay,Weekly,26.68,Herzogenaurach DC,Returned,2,DPD
490,49,Male,Backpack,Clothing,Erlangen,M,Green,Summer,3.2,Yes,GLS Parcel,Yes,Yes,40,SEPA Direct Debit,Annually,78.2,Hamburg DC,Delivered,1,GLS
491,57,Male,Tiro Pants,Footwear,Cologne,M,Silver,Winter,4.2,Yes,GLS Parcel,Yes,Yes,47,SEPA Direct Debit,Monthly,38.64,Herzogenaurach DC,Returned,4,GLS
492,49,Male,Backpack,Outerwear,Nuremberg,M,Silver,Summer,,Yes,DHL Standard,Yes,Yes,24,Google Pay,Bi-Weekly,63.48,Herzogenaurach DC,Delivered,4,DHL
493,50,Male,Adilette Slides,Clothing,Nuremberg,M,Black,Fall,3.9,Yes,DPD Classic,Yes,Yes,11,Mastercard,Weekly,57.04,Hamburg DC,Processing,5,DPD
494,28,Male,Stan Smith Sneakers,Accessories,Frankfurt,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,Yes,19,Visa,Bi-Weekly,44.16,Leipzig DC,Returned,1,Store
495,38,Male,Football Jersey,Footwear,Dusseldorf,M,Indigo,Winter,4.5,Yes,DPD Classic,Yes,Yes,42,Klarna,Weekly,62.56,Leipzig DC,In Transit,5,DPD
496,33,Male,Training Shorts,Accessories,Bremen,XL,Cyan,Fall,3.3,Yes,Hermes Standard,Yes,Yes,6,Mastercard,Fortnightly,33.12,Hamburg DC,Returned,7,Hermes
497,30,Male,Running T-Shirt,Clothing,Leipzig,S,Maroon,Fall,3.3,Yes,DHL Express,Yes,Yes,31,Apple Pay,Fortnightly,57.96,Nuremberg DC,Delivered,1,DHL
498,43,Male,Stan Smith Sneakers,Footwear,Dusseldorf,S,Silver,Winter,4.6,Yes,DPD Classic,Yes,Yes,31,Klarna,Weekly,35.88,Hamburg DC,Delivered,1,DPD
499,43,Male,Tiro Pants,Footwear,Cologne,M,Lavender,Spring,3.6,Yes,DPD Classic,Yes,Yes,27,Klarna,Monthly,71.76,Nuremberg DC,In Transit,2,DPD
500,36,Male,Track Jacket,Footwear,Hamburg,L,Silver,Winter,4.8,Yes,DHL Standard,Yes,Yes,24,Visa,Monthly,91.08,Leipzig DC,Returned,4,DHL
501,36,Male,Tiro Pants,Clothing,Dusseldorf,L,Purple,Fall,4.8,Yes,Store Pickup,Yes,Yes,35,Google Pay,Every 3 Months,28.52,Hamburg DC,Returned,2,Store
502,64,Male,Adilette Slides,Footwear,Dresden,M,Cyan,Spring,2.9,Yes,DHL Express,Yes,Yes,21,Apple Pay,Annually,41.4,Herzogenaurach DC,Processing,3,DHL
503,59,Male,Gym Bag,Clothing,Erlangen,S,Cyan,Fall,2.8,Yes,Store Pickup,Yes,Yes,8,Apple Pay,Fortnightly,27.6,Herzogenaurach DC,Returned,5,Store
504,55,Male,Backpack,Footwear,Hamburg,M,Lavender,Summer,3.2,Yes,DHL Standard,Yes,Yes,26,Klarna,Quarterly,22.08,Hamburg DC,Processing,7,DHL
505,42,Male,Adilette Slides,Footwear,Dusseldorf,M,Maroon,Winter,3.9,Yes,DPD Classic,Yes,Yes,26,SEPA Direct Debit,Annually,20.24,Leipzig DC,Processing,6,DPD
506,61,Male,Stan Smith Sneakers,Clothing,Leipzig,L,Gray,Spring,4.3,Yes,GLS Parcel,Yes,Yes,9,SEPA Direct Debit,Bi-Weekly,57.96,Nuremberg DC,Delivered,4,GLS
507,28,Male,Track Jacket,Accessories,Erlangen,M,Olive,Fall,2.7,Yes,DHL Express,Yes,Yes,48,Google Pay,Annually,36.8,Leipzig DC,In Transit,2,DHL
508,65,Male,Gym Bag,Clothing,Cologne,M,Magenta,Spring,5.0,Yes,DHL Express,Yes,Yes,33,Google Pay,Fortnightly,18.4,Herzogenaurach DC,Returned,5,DHL
509,27,Male,Track Jacket,Accessories,Cologne,S,Yellow,Winter,3.7,Yes,DHL Standard,Yes,Yes,31,Klarna,Quarterly,18.4,Leipzig DC,Returned,2,DHL
510,41,Male,Ultraboost Shoes,Clothing,Dresden,L,Cyan,Summer,3.9,Yes,Store Pickup,Yes,Yes,17,Visa,Weekly,73.6,Hamburg DC,Returned,1,Store
511,21,Male,Hoodie,Clothing,Hanover,M,Teal,Fall,3.9,Yes,DPD Classic,Yes,Yes,22,Visa,Annually,80.04,Nuremberg DC,In Transit,2,DPD
512,61,Male,Track Jacket,Clothing,Leipzig,L,Yellow,Fall,3.1,Yes,Hermes Standard,Yes,Yes,8,Apple Pay,Annually,42.32,Herzogenaurach DC,Delivered,5,Hermes
513,19,Male,Training Shorts,Accessories,Frankfurt,L,Peach,Winter,,Yes,DHL Express,Yes,Yes,2,Visa,Monthly,45.08,Hamburg DC,Returned,6,DHL
514,22,Male,Hoodie,Accessories,Bremen,M,Peach,Fall,3.6,Yes,GLS Parcel,Yes,Yes,45,Apple Pay,Annually,59.8,Hamburg DC,In Transit,4,GLS
515,64,Male,Gym Bag,Clothing,Nuremberg,S,Olive,Winter,4.3,Yes,GLS Parcel,Yes,Yes,47,Google Pay,Quarterly,57.04,Hamburg DC,Processing,5,GLS
516,28,Male,Running T-Shirt,Accessories,Munich,L,Charcoal,Spring,4.5,Yes,GLS Parcel,Yes,Yes,7,Mastercard,Monthly,61.64,Leipzig DC,Delivered,1,GLS
517,34,Male,Tiro Pants,Clothing,Augsburg,L,Indigo,Fall,2.8,Yes,GLS Parcel,Yes,Yes,19,Klarna,Bi-Weekly,37.72,Herzogenaurach DC,Delivered,5,GLS
518,61,Male,Stan Smith Sneakers,Footwear,Augsburg,L,Silver,Fall,2.7,Yes,DHL Express,Yes,Yes,44,Visa,Every 3 Months,45.08,Nuremberg DC,Returned,3,DHL
519,24,Male,Stan Smith Sneakers,Clothing,Hanover,M,Beige,Fall,2.9,Yes,DHL Express,Yes,Yes,16,SEPA Direct Debit,Every 3 Months,92.0,Nuremberg DC,Delivered,3,DHL
520,19,Male,Football Jersey,Accessories,Dresden,L,Blue,Summer,4.4,Yes,DPD Classic,Yes,Yes,17,Google Pay,Quarterly,49.68,Hamburg DC,In Transit,7,DPD
521,51,Male,Adilette Slides,Accessories,Stuttgart,M,White,Spring,3.9,Yes,Store Pickup,Yes,Yes,20,Klarna,Quarterly,77.28,Hamburg DC,Delivered,7,Store
522,36,Male,Track Jacket,Clothing,Dresden,L,Gold,Winter,3.5,Yes,Hermes Standard,Yes,Yes,50,Klarna,Annually,37.72,Herzogenaurach DC,Returned,2,Hermes
523,65,Male,Ultraboost Shoes,Accessories,Leipzig,M,Blue,Spring,2.5,Yes,DHL Standard,Yes,Yes,37,Apple Pay,Quarterly,80.96,Nuremberg DC,Returned,3,DHL
524,46,Male,Sports Socks,Footwear,Leipzig,M,Orange,Spring,4.9,Yes,DPD Classic,Yes,Yes,5,Klarna,Quarterly,36.8,Leipzig DC,Returned,4,DPD
525,59,Male,Adilette Slides,Clothing,Herzogenaurach,M,Gold,Summer,4.8,Yes,DPD Classic,Yes,Yes,44,Apple Pay,Annually,35.88,Herzogenaurach DC,Processing,4,DPD
526,51,Male,Stan Smith Sneakers,Outerwear,Augsburg,M,Cyan,Spring,3.2,Yes,DHL Express,Yes,Yes,41,SEPA Direct Debit,Monthly,34.04,Nuremberg DC,Returned,1,DHL
527,51,Male,Adilette Slides,Clothing,Bremen,S,Red,Winter,4.9,Yes,DPD Classic,Yes,Yes,19,SEPA Direct Debit,Monthly,47.84,Hamburg DC,In Transit,3,DPD
528,21,Male,Hoodie,Clothing,Berlin,L,Yellow,Winter,4.3,Yes,Hermes Standard,Yes,Yes,47,Apple Pay,Every 3 Months,21.16,Leipzig DC,Processing,1,Hermes
529,34,Male,Football Jersey,Footwear,Nuremberg,S,Beige,Winter,3.2,Yes,GLS Parcel,Yes,Yes,40,SEPA Direct Debit,Annually,80.96,Nuremberg DC,Processing,2,GLS
530,32,Male,Stan Smith Sneakers,Clothing,Stuttgart,M,Orange,Fall,3.7,Yes,Store Pickup,Yes,Yes,6,Visa,Monthly,77.28,Hamburg DC,In Transit,3,Store
531,48,Male,Stan Smith Sneakers,Outerwear,Hamburg,XL,Magenta,Winter,3.2,Yes,DPD Classic,Yes,Yes,25,Google Pay,Bi-Weekly,34.04,Nuremberg DC,Returned,6,DPD
532,50,Male,Hoodie,Footwear,Stuttgart,L,Purple,Fall,3.4,Yes,DPD Classic,Yes,Yes,42,Google Pay,Weekly,46.92,Nuremberg DC,Returned,6,DPD
533,26,Male,Gym Bag,Clothing,Leipzig,L,Black,Winter,4.1,Yes,DHL Express,Yes,Yes,35,Visa,Every 3 Months,69.92,Leipzig DC,Processing,7,DHL
534,57,Male,Running T-Shirt,Footwear,Herzogenaurach,L,Pink,Spring,4.5,Yes,Hermes Standard,Yes,Yes,17,Apple Pay,Weekly,55.2,Hamburg DC,Processing,1,Hermes
535,65,Male,Track Jacket,Accessories,Hamburg,L,Pink,Fall,4.5,Yes,DHL Standard,Yes,Yes,4,Google Pay,Quarterly,66.24,Leipzig DC,Delivered,7,DHL
536,56,Male,Running T-Shirt,Clothing,Herzogenaurach,L,Maroon,Spring,3.2,Yes,DHL Express,Yes,Yes,24,Visa,Weekly,41.4,Herzogenaurach DC,Processing,5,DHL
537,44,Male,Backpack,Outerwear,Herzogenaurach,S,Maroon,Fall,4.4,Yes,DHL Standard,Yes,Yes,16,Mastercard,Every 3 Months,77.28,Herzogenaurach DC,Returned,7,DHL
538,50,Male,Backpack,Clothing,Munich,S,Turquoise,Summer,3.0,Yes,DHL Express,Yes,Yes,14,Apple Pay,Annually,45.08,Herzogenaurach DC,Processing,2,DHL
539,27,Male,Training Shorts,Clothing,Leipzig,XL,Green,Spring,3.2,Yes,DHL Express,Yes,Yes,43,PayPal,Weekly,20.24,Nuremberg DC,Returned,4,DHL
540,49,Male,Training Shorts,Outerwear,Nuremberg,M,Violet,Winter,4.0,Yes,DHL Express,Yes,Yes,49,Google Pay,Weekly,44.16,Nuremberg DC,Delivered,4,DHL
541,49,Male,Backpack,Clothing,Erlangen,M,Lavender,Spring,3.1,Yes,GLS Parcel,Yes,Yes,33,Apple Pay,Every 3 Months,34.04,Nuremberg DC,Processing,6,GLS
542,52,Male,Football Jersey,Outerwear,Munich,L,Gray,Fall,2.8,Yes,DPD Classic,Yes,Yes,45,Klarna,Bi-Weekly,24.84,Nuremberg DC,Delivered,2,DPD
543,27,Male,Sports Socks,Footwear,Bremen,XL,Teal,Spring,4.6,Yes,Store Pickup,Yes,Yes,35,SEPA Direct Debit,Bi-Weekly,72.68,Hamburg DC,In Transit,6,Store
544,53,Male,Football Jersey,Clothing,Hamburg,S,Red,Spring,4.3,Yes,Hermes Standard,Yes,Yes,11,Google Pay,Monthly,90.16,Leipzig DC,Returned,4,Hermes
545,34,Male,Stan Smith Sneakers,Footwear,Hamburg,S,Yellow,Summer,3.3,Yes,DPD Classic,Yes,Yes,30,Mastercard,Every 3 Months,58.88,Nuremberg DC,Delivered,2,DPD
546,33,Male,Running T-Shirt,Outerwear,Frankfurt,L,Magenta,Summer,3.5,Yes,Hermes Standard,Yes,Yes,48,SEPA Direct Debit,Annually,29.44,Hamburg DC,Processing,6,Hermes
547,62,Male,Tiro Pants,Clothing,Dresden,M,Brown,Winter,3.4,Yes,Store Pickup,Yes,Yes,45,Mastercard,Bi-Weekly,68.08,Leipzig DC,In Transit,2,Store
548,38,Male,Stan Smith Sneakers,Outerwear,Leipzig,M,Blue,Winter,2.8,Yes,Store Pickup,Yes,Yes,26,PayPal,Weekly,46.0,Nuremberg DC,In Transit,4,Store
549,36,Male,Hoodie,Accessories,Bremen,M,Black,Winter,4.6,Yes,DHL Express,Yes,Yes,41,Visa,Every 3 Months,58.88,Hamburg DC,Returned,5,DHL
550,31,Male,Hoodie,Accessories,Augsburg,S,Olive,Fall,3.6,Yes,DPD Classic,Yes,Yes,37,Mastercard,Bi-Weekly,26.68,Leipzig DC,Delivered,4,DPD
551,62,Male,Stan Smith Sneakers,Accessories,Dusseldorf,M,Olive,Summer,3.3,Yes,Store Pickup,Yes,Yes,12,SEPA Direct Debit,Weekly,57.04,Hamburg DC,Returned,7,Store
552,29,Male,Gym Bag,Outerwear,Herzogenaurach,XL,Green,Fall,3.1,Yes,GLS Parcel,Yes,Yes,27,PayPal,Bi-Weekly,71.76,Herzogenaurach DC,Processing,2,GLS
553,24,Male,Backpack,Clothing,Munich,M,Peach,Fall,3.5,Yes,DHL Express,Yes,Yes,18,PayPal,Weekly,86.48,Nuremberg DC,Processing,7,DHL
554,63,Male,Track Jacket,Accessories,Munich,M,White,Winter,3.2,Yes,DHL Express,Yes,Yes,15,Visa,Quarterly,54.28,Leipzig DC,Returned,3,DHL
555,56,Male,Stan Smith Sneakers,Footwear,Dusseldorf,M,Red,Summer,3.0,Yes,Hermes Standard,Yes,Yes,34,Mastercard,Weekly,43.24,Nuremberg DC,Delivered,4,Hermes
556,63,Male,Running T-Shirt,Accessories,Herzogenaurach,M,White,Fall,4.8,Yes,GLS Parcel,Yes,Yes,37,Mastercard,Annually,52.44,Nuremberg DC,Returned,7,GLS
557,40,Male,Training Shorts,Outerwear,Dresden,L,Indigo,Winter,5.0,Yes,DHL Express,Yes,Yes,21,PayPal,Fortnightly,82.8,Herzogenaurach DC,Processing,6,DHL
558,18,Male,Gym Bag,Clothing,Dusseldorf,M,White,Spring,2.9,Yes,DHL Express,Yes,Yes,31,Apple Pay,Weekly,55.2,Herzogenaurach DC,Delivered,3,DHL
